variable,file_count,year_range,years,first_seen,last_seen,has_gaps,gap_details,mapped_to,in_target_schema,files
PUFC09_GRADTECH,34,2016-2024,"2016,2017,2018,2019,2020,2021,2022,2023,2024",2016,2024,,,PUFC09_GRADTECH,YES,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-04APR.CSV;2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV;2020-01JAN.CSV;2020-04APR.CSV;2020-07JUL.CSV;2020-10OCT.csv;2021-01JAN.csv;2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC08_CURSCH,34,2016-2024,"2016,2017,2018,2019,2020,2021,2022,2023,2024",2016,2024,,,PUFC08_CURSCH,YES,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-04APR.CSV;2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV;2020-01JAN.CSV;2020-04APR.CSV;2020-07JUL.CSV;2020-10OCT.csv;2021-01JAN.csv;2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
J01_USOC,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC14_PROCC,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C10_CNWR,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC10_CONWR,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A02_CSCH,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC08_CURSCH,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C09_GRD,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC07_GRADE,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
URB2K70,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
REG,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFREG,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C26_PBIS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC24_PBASIS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C27_PBSC,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC25_PBASIC,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C25_PFWK,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC22_PFWRK,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C24_PLAW,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC21_PLADDW,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C23_PWMR,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC20_PWMORE,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C22_PHRS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC19_PHOURS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C21_PWHR,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC18_PNWHRS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C20_NTEM,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC17_NATEM,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C19PCLAS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC23_PCLASS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C16_PROC,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC14_PROCC,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C08_MS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC06_MSTAT,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C101_LNO,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC01_LNO,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
J06_OBIS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
J05_OHRS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
J04_OCLS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
J02_OTOC,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A06_LLKW,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC35_LTLOOKW,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A07_WLNG,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC37_WILLING,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A08_PQTR,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C42_WYNT,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC34_WYNOT,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C41_FLWK,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC31_FLWRK,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C40_WKS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC33_WEEKS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
