variable,label_sample,n_releases,n_missing,pct_coverage,first_year,last_year,present_in,missing_in
CADJHU,Adjusted Weight(based on Number of HH per HU),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC03_NEWMEM,C03-New/Same Household Member,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CBWGT,Basic Weight,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC05_REL,C05-Relationship to Household Head,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC04_LNOPRV,C04-Line Number (Previous Quarter),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC14_JOB,C14-Did Have a Job/Business during the Past Week?,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
PUFC05B_ETHNICITY,C05B - Ethnicity,1,96,1.0,2024,2024,2024-01JAN,"2005-01JAN, 2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC22_PHOURS,C22-Total Number of Hours Worked During the Past Week,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC21_PNWHRS,C21-Normal Working Hours for the Day for the Past Week,1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC20_NATEM,C20-Nature of Employment (Primary Occupation),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC19_PCLASS,C19-Class of Worker (Primary Occupation),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
PROVREC,province_recode,1,96,1.0,2018,2018,2018-04APR,"2005-01JAN, 2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
HHSQN,household_seq_number,1,96,1.0,2018,2018,2018-04APR,"2005-01JAN, 2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC36_OBASIC,C36-Basic Pay per Day (Other Occupation),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
CC35_OBASIS,C35-Basis of Payment (Other Occupayion),1,96,1.0,2005,2005,2005-01JAN,"2005-07JUL, 2005-10OCT, 2006-01JAN, 2006-04APR, 2006-07JUL, 2006-10OCT, 2007-01JAN, 2007-04APR, 2007-07JUL, 2007-10OCT, 2008-01JAN, 2008-07JUL, 2008-10OCT, 2009-01JAN, 2009-04APR, 2009-07JUL, 2009-10OCT, 2010-01JAN, 2010-10OCT, 2011-01JAN, 2011-04APR, 2011-07JUL, 2011-10OCT, 2012-01JAN, 2012-04APR, 2012-07JUL, 2012-10OCT, 2013-01JAN, 2013-04APR, 2013-07JUL, 2013-10OCT, 2014-01JAN, 2014-04APR, 2014-07JUL, 2014-10OCT, 2015-01JAN, 2015-04APR, 2015-07JUL, 2015-10OCT, 2016-01JAN, 2016-04APR, 2016-07JUL, 2016-10OCT, 2017-01JAN, 2017-04APR, 2017-07JUL, 2017-10OCT, 2018-01JAN, 2018-04APR, 2018-07JUL, 2018-10OCT, 2019-01JAN, 2019-04APR, 2019-07JUL, 2019-10OCT, 2020-01JAN, 2020-04APR, 2020-07JUL, 2020-10OCT, 2021-01JAN, 2021-02FEB, 2021-03MAR, 2021-04APR, 2021-05MAY, 2021-06JUN, 2021-07JUL, 2021-10OCT, 2021-11NOV, 2021-12DEC, 2022-01JAN, 2022-02FEB, 2022-03MAR, 2022-04APR, 2022-05MAY, 2022-06JUN, 2022-07JUL, 2022-08AUG, 2022-10OCT, 2022-11NOV, 2022-12DEC, 2023-01JAN, 2023-02FEB, 2023-03MAR, 2023-04APR, 2023-05MAY, 2023-06JUN, 2023-07JUL, 2023-08AUG, 2023-10OCT, 2023-11NOV, 2023-12DEC, 2024-01JAN, 2024-02FEB, 2024-03MAR, 2024-04APR, 2024-07JUL"
