target,release,variants_searched,available_variables
PUFC27_NJOBS,2021-11NOV,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2021-12DEC,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-02FEB,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-03MAR,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-05MAY,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-06JUN,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-08AUG,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-11NOV,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2022-12DEC,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2023-02FEB,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2023-03MAR,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2023-05MAY,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2023-06JUN,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC27_NJOBS,2023-08AUG,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC27_NJOBS,2023-11NOV,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC27_NJOBS,2023-12DEC,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC27_NJOBS,2024-02FEB,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC27_NJOBS,2024-03MAR,"PUFC27_NJOBS, A03_JOBS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC28_THOURS,2005-01JAN,"PUFC28_THOURS, PUFC23_THOURS, A04_THOURS, A04_THRS","CADJHU, CADJWGT, CAUXINFO, CBWGT, CC03_NEWMEM, CC04_LNOPRV, CC05_REL, CC06_SEX, CC07_AGE, CC08_MSTAT, CC09_GRADE, CC101_LNO, CC10_CONWR, CC12_USOCC, CC13_WORK, CC14_JOB, CC16_PROCC, CC18_PKB, CC19_PCLASS, CC20_NATEM, CC21_PNWHRS, CC22_PHOURS, CC23_PWMORE, CC24_PLADDW, CC25_PFWRK, CC26_PBASIS, CC27_PBASIC, CC28_OJOB, CC30_OTOCC, CC32_OKB, CC33_OCLASS, CC34_OHOURS, CC35_OBASIS, CC36_OBASIC, CC37_AVAIL, CC38_LOOKW, CC39_JOBSM, CC40_WEEKS, CC41_FLWRK, CC42_WYNOT, CC43_LBEF, CC45_POCC, CEMPST1, CEMPST2, CEXPUEMP, CFWGT, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CNEWENT, CNEWMEM, CREG, CRLNO, CTHHHU, CUNDEMP, CVUEMP, EA_UNIQUE, FILLE06, FILLER07, FILLER08, FILLER09, FILLER10, FILLER11, FILLER12, FILLER13, FILLER14, FILLER15, FILLER16, FILLER17, FILLER18, FILLER19, FILLER20, FILLER21, FILLER22, HCN, PSU, SHSN, STRATUM, SVYMO, SVYYR, UPDIND"
PUFC29_WWM48H,2005-01JAN,"PUFC29_WWM48H, PUFC24_WWM48H, A05_RWM48H, A05_R48H","CADJHU, CADJWGT, CAUXINFO, CBWGT, CC03_NEWMEM, CC04_LNOPRV, CC05_REL, CC06_SEX, CC07_AGE, CC08_MSTAT, CC09_GRADE, CC101_LNO, CC10_CONWR, CC12_USOCC, CC13_WORK, CC14_JOB, CC16_PROCC, CC18_PKB, CC19_PCLASS, CC20_NATEM, CC21_PNWHRS, CC22_PHOURS, CC23_PWMORE, CC24_PLADDW, CC25_PFWRK, CC26_PBASIS, CC27_PBASIC, CC28_OJOB, CC30_OTOCC, CC32_OKB, CC33_OCLASS, CC34_OHOURS, CC35_OBASIS, CC36_OBASIC, CC37_AVAIL, CC38_LOOKW, CC39_JOBSM, CC40_WEEKS, CC41_FLWRK, CC42_WYNOT, CC43_LBEF, CC45_POCC, CEMPST1, CEMPST2, CEXPUEMP, CFWGT, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CNEWENT, CNEWMEM, CREG, CRLNO, CTHHHU, CUNDEMP, CVUEMP, EA_UNIQUE, FILLE06, FILLER07, FILLER08, FILLER09, FILLER10, FILLER11, FILLER12, FILLER13, FILLER14, FILLER15, FILLER16, FILLER17, FILLER18, FILLER19, FILLER20, FILLER21, FILLER22, HCN, PSU, SHSN, STRATUM, SVYMO, SVYYR, UPDIND"
PUFC31_FLWRK,2021-02FEB,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2021-03MAR,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2021-05MAY,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2021-06JUN,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2021-11NOV,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2021-12DEC,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
